respondent_id,timestamp,username,question_num,score,score_text,weighted_score
1,7/6/2025 1:32:58,User1,29,4,4: やや本人らしい,1.25
1,7/6/2025 1:32:58,User1,30,4,4: やや本人らしい,1.25
2,7/6/2025 17:25:23,User2,1,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,2,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,3,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,4,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,5,2,2: あまり本人らしくない,1.39
2,7/6/2025 17:25:23,User2,6,2,2: あまり本人らしくない,1.39
2,7/6/2025 17:25:23,User2,7,2,2: あまり本人らしくない,1.39
2,7/6/2025 17:25:23,User2,8,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,9,3,3: 本人らしさは出ていない,1.39
2,7/6/2025 17:25:23,User2,10,3,3: 本人らしさは出ていない,1.39
2,7/6/2025 17:25:23,User2,11,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,12,2,2: あまり本人らしくない,1.39
2,7/6/2025 17:25:23,User2,13,5,5: かなり本人らしい,1.39
2,7/6/2025 17:25:23,User2,14,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,15,4,4: やや本人らしい,1.39
2,7/6/2025 17:25:23,User2,16,5,5: かなり本人らしい,1.39
2,7/6/2025 17:25:23,User2,17,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,18,5,5: かなり本人らしい,1.39
2,7/6/2025 17:25:23,User2,19,4,4: やや本人らしい,1.39
2,7/6/2025 17:25:23,User2,20,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,21,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,22,5,5: かなり本人らしい,1.39
2,7/6/2025 17:25:23,User2,23,4,4: やや本人らしい,1.39
2,7/6/2025 17:25:23,User2,24,5,5: かなり本人らしい,1.39
2,7/6/2025 17:25:23,User2,25,2,2: あまり本人らしくない,1.39
2,7/6/2025 17:25:23,User2,26,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,27,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,28,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,29,1,1: 全く本人らしくない,1.39
2,7/6/2025 17:25:23,User2,30,1,1: 全く本人らしくない,1.39
3,7/8/2025 9:33:07,User3,1,4,4: やや本人らしい,0.6
3,7/8/2025 9:33:07,User3,2,3,3: 本人らしさは出ていない,0.6
3,7/8/2025 9:33:07,User3,3,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,4,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,5,2,2: あまり本人らしくない,0.6
3,7/8/2025 9:33:07,User3,6,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,7,2,2: あまり本人らしくない,0.6
3,7/8/2025 9:33:07,User3,8,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,9,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,10,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,11,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,12,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,13,2,2: あまり本人らしくない,0.6
3,7/8/2025 9:33:07,User3,14,2,2: あまり本人らしくない,0.6
3,7/8/2025 9:33:07,User3,15,2,2: あまり本人らしくない,0.6
3,7/8/2025 9:33:07,User3,16,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,17,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,18,3,3: 本人らしさは出ていない,0.6
3,7/8/2025 9:33:07,User3,19,2,2: あまり本人らしくない,0.6
3,7/8/2025 9:33:07,User3,20,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,21,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,22,2,2: あまり本人らしくない,0.6
3,7/8/2025 9:33:07,User3,23,2,2: あまり本人らしくない,0.6
3,7/8/2025 9:33:07,User3,24,3,3: 本人らしさは出ていない,0.6
3,7/8/2025 9:33:07,User3,25,2,2: あまり本人らしくない,0.6
3,7/8/2025 9:33:07,User3,26,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,27,2,2: あまり本人らしくない,0.6
3,7/8/2025 9:33:07,User3,28,1,1: 全く本人らしくない,0.6
3,7/8/2025 9:33:07,User3,29,3,3: 本人らしさは出ていない,0.6
3,7/8/2025 9:33:07,User3,30,1,1: 全く本人らしくない,0.6
4,7/9/2025 22:37:48,User4,1,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,2,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,3,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,4,1,1: 全く本人らしくない,0.96
4,7/9/2025 22:37:48,User4,5,3,3: 本人らしさは出ていない,0.96
4,7/9/2025 22:37:48,User4,6,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,7,3,3: 本人らしさは出ていない,0.96
4,7/9/2025 22:37:48,User4,8,1,1: 全く本人らしくない,0.96
4,7/9/2025 22:37:48,User4,9,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,10,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,11,1,1: 全く本人らしくない,0.96
4,7/9/2025 22:37:48,User4,12,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,13,4,4: やや本人らしい,0.96
4,7/9/2025 22:37:48,User4,14,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,15,1,1: 全く本人らしくない,0.96
4,7/9/2025 22:37:48,User4,16,3,3: 本人らしさは出ていない,0.96
4,7/9/2025 22:37:48,User4,17,1,1: 全く本人らしくない,0.96
4,7/9/2025 22:37:48,User4,18,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,19,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,20,3,3: 本人らしさは出ていない,0.96
4,7/9/2025 22:37:48,User4,21,4,4: やや本人らしい,0.96
4,7/9/2025 22:37:48,User4,22,4,4: やや本人らしい,0.96
4,7/9/2025 22:37:48,User4,23,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,24,4,4: やや本人らしい,0.96
4,7/9/2025 22:37:48,User4,25,4,4: やや本人らしい,0.96
4,7/9/2025 22:37:48,User4,26,3,3: 本人らしさは出ていない,0.96
4,7/9/2025 22:37:48,User4,27,2,2: あまり本人らしくない,0.96
4,7/9/2025 22:37:48,User4,28,1,1: 全く本人らしくない,0.96
4,7/9/2025 22:37:48,User4,29,4,4: やや本人らしい,0.96
4,7/9/2025 22:37:48,User4,30,5,5: かなり本人らしい,0.96
5,7/10/2025 11:46:04,User5,1,3,3: 本人らしさは出ていない,1.07
5,7/10/2025 11:46:04,User5,2,3,3: 本人らしさは出ていない,1.07
5,7/10/2025 11:46:04,User5,3,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,4,2,2: あまり本人らしくない,1.07
5,7/10/2025 11:46:04,User5,5,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,6,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,7,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,8,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,9,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,10,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,11,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,12,3,3: 本人らしさは出ていない,1.07
5,7/10/2025 11:46:04,User5,13,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,14,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,15,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,16,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,17,1,1: 全く本人らしくない,1.07
5,7/10/2025 11:46:04,User5,18,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,19,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,20,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,21,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,22,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,23,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,24,3,3: 本人らしさは出ていない,1.07
5,7/10/2025 11:46:04,User5,25,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,26,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,27,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,28,4,4: やや本人らしい,1.07
5,7/10/2025 11:46:04,User5,29,5,5: かなり本人らしい,1.07
5,7/10/2025 11:46:04,User5,30,5,5: かなり本人らしい,1.07
6,7/10/2025 20:41:02,User6,1,2,2: あまり本人らしくない,1.6
6,7/10/2025 20:41:02,User6,2,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,3,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,4,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,5,4,4: やや本人らしい,1.6
6,7/10/2025 20:41:02,User6,6,2,2: あまり本人らしくない,1.6
6,7/10/2025 20:41:02,User6,7,3,3: 本人らしさは出ていない,1.6
6,7/10/2025 20:41:02,User6,8,2,2: あまり本人らしくない,1.6
6,7/10/2025 20:41:02,User6,9,2,2: あまり本人らしくない,1.6
6,7/10/2025 20:41:02,User6,10,2,2: あまり本人らしくない,1.6
6,7/10/2025 20:41:02,User6,11,2,2: あまり本人らしくない,1.6
6,7/10/2025 20:41:02,User6,12,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,13,5,5: かなり本人らしい,1.6
6,7/10/2025 20:41:02,User6,14,3,3: 本人らしさは出ていない,1.6
6,7/10/2025 20:41:02,User6,15,2,2: あまり本人らしくない,1.6
6,7/10/2025 20:41:02,User6,16,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,17,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,18,2,2: あまり本人らしくない,1.6
6,7/10/2025 20:41:02,User6,19,2,2: あまり本人らしくない,1.6
6,7/10/2025 20:41:02,User6,20,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,21,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,22,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,23,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,24,4,4: やや本人らしい,1.6
6,7/10/2025 20:41:02,User6,25,4,4: やや本人らしい,1.6
6,7/10/2025 20:41:02,User6,26,2,2: あまり本人らしくない,1.6
6,7/10/2025 20:41:02,User6,27,3,3: 本人らしさは出ていない,1.6
6,7/10/2025 20:41:02,User6,28,1,1: 全く本人らしくない,1.6
6,7/10/2025 20:41:02,User6,29,4,4: やや本人らしい,1.6
6,7/10/2025 20:41:02,User6,30,4,4: やや本人らしい,1.6
7,7/12/2025 22:24:00,User7,1,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,2,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,3,3,3: 本人らしさは出ていない,0.94
7,7/12/2025 22:24:00,User7,4,1,1: 全く本人らしくない,0.94
7,7/12/2025 22:24:00,User7,5,1,1: 全く本人らしくない,0.94
7,7/12/2025 22:24:00,User7,6,1,1: 全く本人らしくない,0.94
7,7/12/2025 22:24:00,User7,7,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,8,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,9,3,3: 本人らしさは出ていない,0.94
7,7/12/2025 22:24:00,User7,10,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,11,3,3: 本人らしさは出ていない,0.94
7,7/12/2025 22:24:00,User7,12,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,13,4,4: やや本人らしい,0.94
7,7/12/2025 22:24:00,User7,14,4,4: やや本人らしい,0.94
7,7/12/2025 22:24:00,User7,15,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,16,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,17,1,1: 全く本人らしくない,0.94
7,7/12/2025 22:24:00,User7,18,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,19,3,3: 本人らしさは出ていない,0.94
7,7/12/2025 22:24:00,User7,20,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,21,1,1: 全く本人らしくない,0.94
7,7/12/2025 22:24:00,User7,22,1,1: 全く本人らしくない,0.94
7,7/12/2025 22:24:00,User7,23,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,24,4,4: やや本人らしい,0.94
7,7/12/2025 22:24:00,User7,25,5,5: かなり本人らしい,0.94
7,7/12/2025 22:24:00,User7,26,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,27,5,5: かなり本人らしい,0.94
7,7/12/2025 22:24:00,User7,28,1,1: 全く本人らしくない,0.94
7,7/12/2025 22:24:00,User7,29,2,2: あまり本人らしくない,0.94
7,7/12/2025 22:24:00,User7,30,5,5: かなり本人らしい,0.94
8,7/19/2025 16:31:05,User8,1,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,2,2,2: あまり本人らしくない,1.17
8,7/19/2025 16:31:05,User8,3,4,4: やや本人らしい,1.17
8,7/19/2025 16:31:05,User8,4,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,5,3,3: 本人らしさは出ていない,1.17
8,7/19/2025 16:31:05,User8,6,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,7,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,8,2,2: あまり本人らしくない,1.17
8,7/19/2025 16:31:05,User8,9,2,2: あまり本人らしくない,1.17
8,7/19/2025 16:31:05,User8,10,3,3: 本人らしさは出ていない,1.17
8,7/19/2025 16:31:05,User8,11,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,12,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,13,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,14,2,2: あまり本人らしくない,1.17
8,7/19/2025 16:31:05,User8,15,4,4: やや本人らしい,1.17
8,7/19/2025 16:31:05,User8,16,2,2: あまり本人らしくない,1.17
8,7/19/2025 16:31:05,User8,17,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,18,3,3: 本人らしさは出ていない,1.17
8,7/19/2025 16:31:05,User8,19,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,20,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,21,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,22,2,2: あまり本人らしくない,1.17
8,7/19/2025 16:31:05,User8,23,2,2: あまり本人らしくない,1.17
8,7/19/2025 16:31:05,User8,24,2,2: あまり本人らしくない,1.17
8,7/19/2025 16:31:05,User8,25,2,2: あまり本人らしくない,1.17
8,7/19/2025 16:31:05,User8,26,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,27,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,28,1,1: 全く本人らしくない,1.17
8,7/19/2025 16:31:05,User8,29,2,2: あまり本人らしくない,1.17
8,7/19/2025 16:31:05,User8,30,1,1: 全く本人らしくない,1.17
